id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
7624502,749461,1984,3763228551,9783763228553,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340109498l/7624502._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340109498l/7624502._SY75_.jpg,,,,ger,Büchergilde Gutenberg,false,153313,1485,4597605,12303187,2942180,65096,5:1373395|4:964597|3:429393|2:114850|1:59945|total:2942180,1949,6,8,4.18,56,0,"['3706', '410686', '749461', '7182211', '8788', '101894']","['George Orwell', 'Iring Fetscher', 'Günter Grass', 'Adolf Muschg', 'Erich Fromm', 'Heinz Ludwig Arnold']","['4.07', '3.92', '3.83', '3.38', '4.09', '3.90']",[],[],[],"Among the seminal texts of the 20th century, <i>Nineteen Eighty-Four</i> is a rare work that grows more haunting as its futuristic purgatory becomes more real. Published in 1949, the book offers political satirist George Orwell's nightmare vision of a totalitarian, bureaucratic world and one poor stiff's attempt to find individuality. The brilliance of the novel is Orwell's prescience of modern life--the ubiquity of television, the distortion of the language--and his ability to construct such a thorough version of hell. Required reading for students since it was published, it ranks among the most terrifying novels ever written."
4552401,749461,Der Schriftsteller als Zeitgenosse,342312296X,9783423122962,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340098840l/4552401._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340098840l/4552401._SY75_.jpg,1996,12,1,,Deutscher Taschenbuch Verlag,false,4601693,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1996,1,,0.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],"»Die Spiegelung von Zeitgeschichte durch jeweils gegenwärtige Literatur setzt Autoren voraus, die sich als Zeitgenossen begreifen, denen selbst die trivialsten politischen Vorgänge kein außerästhetischer Störfaktor, vielmehr realer Widerstand sind, die nicht mit jedem geschriebenen Wort der Zeitlosigkeit einverleibt sein möchten und mangelnde Distanz zum augenblicklichen Geschehen durch erzählerische Einfälle auszugleichen vermögen; als bewußten Gegnern akademisch entschlackter Dichtkunst ist ihnen deshalb, solange es Literatur gibt, der Prozeß gemacht worden: von Staats wegen oder von Inquisitoren, denen bis heute die Aura literaturpäpstlicher Großkritik kleidsam ist. Dennoch will ich mich nicht in vorgefaßten Begriffen – dort Elfenbeinturm, hier engagierte Literatur – verlieren. Vielmehr von meinem Schreib- und Leseerfahrungen berichten, die nie frei waren von zeitgeschichtlichen Belastungen und politischer Dreinrede; bis in meine Ausflüchte und Versteckspiele hinein war ich als Schriftsteller immer auch Zeitgenosse...«"
42944246,749461,Günter Grass: Graphik und Plastik,3891880448,9783891880449,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,66740057,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
39878527,749461,Six Decades,3869309687,9783869309682,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528540124l/39878527._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528540124l/39878527._SX50_.jpg,2018,11,20,,Steidl,false,61685589,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
15649382,749461,Rotgrüne Reden,3882435968,9783882435962,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340094511l/15649382._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340094511l/15649382._SY75_.jpg,1998,,,ger,Steidl,false,21306450,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1998,1,1,0.00,0,0,"['749461', '6425946', '6425947']","['Günter Grass', 'Reinhard Höppner', 'Hans-Jochen Tschiche']","['3.83', '3.00', '0.0']",[],[],[],
18803504,749461,Über meinen Lehrer Döblin und andere Vorträge,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1968,,,ger,Literarisches Colloquium,false,26731850,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1968,1,1,0.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
15649373,749461,"Günter Grass: Ohne die Feder zu wechseln: Zeichnungen, Druckgraphiken, Aquarelle, Skulpturen",3882435429,9783882435429,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340103236l/15649373._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340103236l/15649373._SX50_.jpg,1997,,,ger,Steidl,false,21306441,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1997,,,0.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],"Kurz vor seinem plötzlichen Tod erwarb Peter Ludwig für seine Sammlung ein größeres Konvolut von Zeichnungen, Aquarellen, Druckgrafiken und Skulpturen von Günter Grass. Im Sommer 1997 wurden diese Arbeiten erstmals in einer großen Werkschau gezeigt. Das aus diesem Anlaß erschienene Buch deutet in einem umfangreichen Essay von Peter Joch die Doppelbegabung des Schriftstellers und bildenden Künstlers und stellt sie in einen kunsthistorischen Zusammenhang. Es ist derzeit die sicher wichtigste Publikation zum Verständnis des bildkünstlerischen Werkes von Günter Grass.Günter Grass wurde am 16. Oktober 1927 in Danzig geboren, absolvierte nach der Entlassung aus amerikanischer Kriegsgefangenschaft eine Steinmetzlehre, studierte dann Grafik und Bildhauerei in Düsseldorf und Berlin. 1956 erschien der erste Gedichtband mit Zeichnungen, 1959 der erste Roman ""Die Blechtrommel"". 1999 wurde ihm der Nobelpreis für Literatur verliehen. Grass lebt in der Nähe von Lübeck."
48613514,749461,"Der Bürger und seine Stimme: Reden, Aufsätze, Kommentare",3472863870,9783472863878,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73949765,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
268369,749461,"Catalogue Raisonne: Prints/Etchings, Prints/Lithographs (2 Vols.)",3865213693,9783865213693,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,8,1,,Steidl The Masters,false,260163,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2007,,,0.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
1301785,749461,"Günter Grass liest aus Die Blechtrommel, örtlich betäubt u. a.",3829114605,9783829114608,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340020633l/1301785._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340020633l/1301785._SX50_.jpg,2004,8,24,ger,Universal Music,false,55988288,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
51072974,749461,Werke - Göttinger Ausgabe 1 - 12,3865215688,9783865215680,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,71809077,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
48713908,749461,Hundeår,,9788702155471,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572982623l/48713908._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572982623l/48713908._SX50_.jpg,2017,2,6,,Gyldendal,false,74069300,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['749461', '6654141', '978877']","['Günter Grass', 'Sven Reiner Johansen', 'Per Øhrgaard']","['3.83', '3.96', '3.83']",[],[],[],"<em>Revideret genudgivelse</em>.<br /><br /><br /><br />HUNDEÅR er fabulerende og satirisk, men også en alvorlig og stadig vedkommende bog, om det samfund der fostrede og fornægtede det tredje rige, og den sidste bog i Günter Grass’ såkaldte Danzig-trilogi, der også tæller BLIKTROMMEN og KAT OG HUND.<br /><br /><br /><br />Denne udgave er en revideret oversættelse af Mogens Boisens oprindelige oversættelse fra 1965. Per Øhrgaard har forestået revideringen."
43718665,749461,Ostatnie tance,8389923017,9788389923011,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,68037172,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
49631617,749461,Im Krebsgang von Günter Grass.: Textanalyse und Interpretation mit ausführlicher Inhaltsangabe und Abituraufgaben mit Lösungen,3804419925,9783804419926,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,74847026,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
48907738,749461,Das Treffen in Telgte,3958294308,9783958294301,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,74302001,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
2688062,749461,Etchings And Words 1972-1982 (Graphics and Writing II),0151291500,9780151291502,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458493072l/2688062._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458493072l/2688062._SX50_.jpg,1985,,,,Houghton Mifflin Harcourt P,false,2713387,2,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1984,,,0.00,0,0,['749461'],['Günter Grass'],['3.83'],[],[],[],
26039234,749461,Theaterspiele,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,45966630,2,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2015,7,31,0.00,0,0,"['749461', '101913']","['Günter Grass', 'Dieter Stolz']","['3.83', '4.11']",[],[],[],
36109195,749461,En længere historie,,9788702253580,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503481697l/36109195._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503481697l/36109195._SX50_.jpg,2017,9,11,,Gyldendal,true,57697560,2,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['749461', '978877']","['Günter Grass', 'Per Øhrgaard']","['3.83', '3.83']",[],[],[],"""Grass har begået et sprogligt mesterværk og en intellektuel bedrift."" – Peter Poulsen i<em> Information</em><br /><br /><br /><br /><strong>Günter Grass</strong> (f. 1927), oprindelig uddannet grafiker og billedhugger. Har skrevet adskillige romaner, bl.a. <em>Bliktrommen</em> (da. 1961), <em>Flynderen</em> (da. 1978), <em>Kat og mus</em> (da. 1963), <em>Hundeår</em> (da. 1965), <em>Lokalbedrøvet</em> (da. 1970), <em>Af en snegls dagbog</em> (da. 1973), <em>Rottesken</em> (da. 1986) og <em>Række tunge</em> (da. 1989). Grass modtog Sonningprisen i 1996.<br /><br /><br /><br /><em><strong>E</strong>n længere historie </em>er historien om østberlineren Theo Wuttke, kaldet Fonty, en forsagt, indadvendt, distant og drømmende helt; og hans modpol, den evige følgesvend og „dagognatskygge“ Hoftaller, tidligere Stasiagent og stikker. Wuttkes kælenavn, Fonty, dækker over hans store interesse, 1900-tals forfatteren Theodor Fontane. Fonty er født på nøjagtig samme dato som Fontane, præcis 100 år efter, i samme by, og hans liv former sig som en mystisk gentagelse af den gamle forfatters liv. Ligesom Fonty er tilskuer til det ‘nye’ Tysklands genforening oplevede Fontane både den borgelige revolution i 1948 og rigets samling i 1871. – En kras kommentar til Tysklands genforening.<br /><br /><br /><br />„Grass’ bog er en modig påmindelse til de sejrende vesttyskere, om at enheden er skrøbelig, og at der ikke er nogen grund til at hovere. „En længere historie“ er en sprudlende og underfundig Tysklandskrønike.“ – Jes Stein Pedersen i <em>Det fri Aktuelt</em>"
2417822,749461,Alptraum und Hoffnung,3882431407,9783882431407,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336171267l/2417822._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336171267l/2417822._SY75_.jpg,1989,,,ger,Steidl,false,2424999,1,5,0,0,1,5:0|4:0|3:0|2:0|1:0|total:0,1989,,,0.00,0,1,"['209681', '749461']","['Chingiz Aitmatov', 'Günter Grass']","['4.14', '3.83']",[],[],[],Zwei Reden vor dem Club of Rome
3853630,749461,Er Bleibt Dabei: Schnurre Zum 75: Erinnerungen Und Studien,3896210025,9783896210029,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,3898671,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['102879', '50013', '749461', '5505762']","['Nino Erné', 'Walter Jens', 'Günter Grass', 'Ilse-Rose Warg']","['3.33', '3.95', '3.83', '0.0']",[],[],[],
7674955,749461,Exposición internacional por el fin del hambre en el mundo,0961908610,9780961908614,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,,false,10296741,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1989,,,0.00,0,0,"['39326', '4132', '456352', '91458', '749461', '48095', '3355220', '3355222', '265970']","['Heinrich Böll', 'Jacques Derrida', 'Peter Schjeldahl', 'Pierre Restany', 'Günter Grass', 'Nancy Grubb', 'Ana Bozzo', 'Arthur Blumenthal', 'Thomas M. Messer']","['3.87', '3.98', '4.16', '4.12', '3.83', '4.38', '0.0', '5.00', '4.11']",[],[],[],
25126731,749461,Katz und Maus von Günter Grass. Königs Erläuterungen.: Textanalyse und Interpretation mit ausführlicher Inhaltsangabe und Abituraufgaben mit Lösungen,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,44823116,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2014,1,10,0.00,0,0,"['94146', '749461']","['Rüdiger Bernhardt', 'Günter Grass']","['3.49', '3.83']",[],[],[],
26717119,749461,De vrijheid vertelt,9029053046,9789029053044,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442689873l/26717119._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442689873l/26717119._SX50_.jpg,1996,,,nl,Meulenhoff Amsterdam,false,46745782,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1996,1,1,0.00,0,0,"['483897', '4187', '25824', '14394081', '14394082', '38831', '1258876', '184666', '164545', '7350808', '749461', '3011429']","['Adriaan van Dis', 'Primo Levi', 'Julio Cortázar', 'Vladimir Vojnovitsj', 'Duoduo', 'Breyten Breytenbach', 'Carolijn Visser', 'Etienne van Heerden', 'Norman Manea', 'Anna Achmatova', 'Günter Grass', 'Bei Dao']","['3.39', '4.33', '4.22', '0.0', '3.00', '3.95', '3.79', '3.79', '3.76', '4.05', '3.83', '4.13']",[],[],[],"In de vrijheid vertelt, uitgegeven in samenwerking met Amnesty International zijn verhalen, reportages en gedichten bijeengebracht, die tezamen laten zien hoe de soms wrede geschiedenis van onze eeuw de literatuur heeft beïnvloed en hoe schrijvers hebben getracht hun eigen lot en dat van hun familie, hun stad of hun land in beeld te brengen, in een poging om dat lot onder de aandacht te brengen."
28346416,749461,Lektüreschlüssel zu Günter Grass: Die Blechtrommel,3150154219,9783150154212,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,Reclam,false,48398952,2,5,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2013,1,22,0.00,0,0,"['587505', '749461']","['Andreas Mudrak', 'Günter Grass']","['3.67', '3.83']",[],[],[],
30117263,749461,"Dimension: Contemporary German Arts and Letters, Volume 13, Number 1",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462467641l/30117263._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462467641l/30117263._SY75_.jpg,1980,,,eng,"Department of Germanic Languages, The University of Texas at Austin",false,50542124,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['101910', '279664', '749461']","['A. Leslie Willson', 'Hans Bender', 'Günter Grass']","['3.79', '3.75', '3.83']",[],[],[],
30372783,749461,Im Krebsgang: Analyse / Interpretation (Königs Erläuterungen 299),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,,true,50886724,3,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2013,8,30,0.00,0,0,"['94146', '749461']","['Rüdiger Bernhardt', 'Günter Grass']","['3.49', '3.83']",[],[],[],"Königs Erläuterungen: Textanalyse und Interpretation mit ausführlicher Inhaltsangabe und Abituraufgaben <br /><br />Das spart dir lästiges Recherchieren und kostet weniger Zeit zur Vorbereitung. <br /><br />In einem Band bieten dir die neuen Königs Erläuterungen ALLES, was du zur Vorbereitung auf Referat, Klausur, Abitur oder Matura benötigst. <br /><br />Alle wichtigen Infos zur Interpretation.<br />- von der ausführlichen Inhaltsangabe über Infos zu Leben und Werk bis zu Stil und Sprache u. v. m.<br />- plus 4 Abituraufgaben mit Musterlösungen und 2 weitere zum kostenlosen Download <br /><br />. findest du kurz und knapp aber auch ausführlich<br />- Die Schnellübersicht fasst alle wesentlichen Infos zu Werk und Autor zusammen.<br />- Die Kapitelzusammenfassungen zeigen dir das Wichtigste eines Kapitels im Überblick ideal auch zum Wiederholen.<br />- Das Stichwortregister ermöglicht dir schnelles Finden wichtiger Textstellen. <br /><br />. und klar strukturiert<br />- Ein zweifarbiges Layout hilft dir Wesentliches einfacher und schneller zu erfassen.<br />- Die Randspalte mit Schlüsselbegriffen gibt dir bessere Orientierung beim Suchen wichtiger Textstellen.<br />- Klar strukturierte Schaubilder zeigen dir wichtige Sachverhalte auf einen Blick. <br /><br />. mit weiteren extra Abituraufgaben und vielen zusätzlichen Infos zum kostenlosen Download."
2479744,749461,Uwe Johnson - Anna Grass - Günter Grass: Der Briefwechsel,3518419358,9783518419359,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483723782l/2479744._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483723782l/2479744._SY75_.jpg,2007,10,31,ger,Suhrkamp Verlag,false,54711190,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['155319', '749461', '16282015', '16282016']","['Uwe Johnson', 'Günter Grass', 'Anna Grass', 'Arno Barnert']","['3.83', '3.83', '0.0', '0.0']",[],[],[],"1959 lernen sich Günter Grass und Uwe Johnson auf der Frankfurter Buchmesse kennen, kurz nach Erscheinen der Blechtrommel und der Mutmassungen über Jakob. 1960 halten sie gemeinsame Lesungen. Ihr Briefwechsel beginnt 1961 und endet 1984 mit Johnsons Tod.<br /><br />Mit dem Umzug der Familie Johnson nach New York, Mitte der sechziger Jahre, setzt die intensivste Phase der Korrespondenz von Uwe Johnson mit Günter und mit Anna Grass ein. Die vorliegende Ausgabe präsentiert den gesamten Briefwechsel: über 80 Briefe, Postkarten, Telegramme, ergänzt durch Anmerkungen, Materialien und einen umfangreichen Bildteil."
12393710,749461,Erläuterungen zu Günter Grass: Die Blechtrommel,3804404006,9783804404007,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349165933l/12393710._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349165933l/12393710._SX50_.jpg,2000,12,,ger,Bange,false,55989005,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['799061', '749461']","['Edgar Neis', 'Günter Grass']","['3.33', '3.83']",[],[],[],
15609234,749461,Die 'Danziger Trilogie' von Günter Grass,3423619791,9783423619790,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1998,9,,,Deutscher Taschenbuch Verlag,false,56030484,2,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['101917', '749461', '1589555']","['Volker Neuhaus', 'Günter Grass', 'Daniela Hermes']","['3.80', '3.83', '3.29']",[],[],[],"Sekundärliteratur zur ""Danziger Trilogie"""
38592181,749461,Katz und Maus. Königs Erläuterungen.: Textanalyse und Interpretation mit ausführlicher Inhaltsangabe und Abituraufgaben mit Lösungen,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,60195393,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['94146', '749461']","['Rüdiger Bernhardt', 'Günter Grass']","['3.49', '3.83']",[],[],[],
